ID do estudante,Nota Corte Grupo Preferência,Código do curso,Média nota Enem,Situação Inscrição Fies,defacto_cutoff
201870210,551.44,104254,464.82,LISTA DE ESPERA,509.06
201870210,551.44,54602,464.82,LISTA DE ESPERA,509.06
201870211,731.72,1390317,559.14,LISTA DE ESPERA,696.82
201870211,731.72,1397771,559.14,LISTA DE ESPERA,696.82
201870211,731.72,1397772,559.14,LISTA DE ESPERA,696.82
201870212,531.54,1466157,547.74,LISTA DE ESPERA,469.18
201870213,473.68,88314,558.7,NÃO CONTRATADO,454.1
201870214,566.38,1260649,481.3,LISTA DE ESPERA,459.62
201870215,619.2,1057767,659.04,CONTRATADA,451.72
201870215,619.2,1057767,659.04,OPÇÃO NÃO CONTRATADA,451.72
201870216,571.04,1280494,556.54,NÃO CONTRATADO,456.82
201870216,571.04,1118991,556.54,NÃO CONTRATADO,456.82
201870216,571.04,107629,556.54,NÃO CONTRATADO,456.82
201870218,481.54,11242,615.68,LISTA DE ESPERA,458.26
201870219,603.78,1172815,519.9,LISTA DE ESPERA,522.66
201870219,603.78,1172815,519.9,LISTA DE ESPERA,522.66
201870220,626.5,90829,490.62,LISTA DE ESPERA,564.54
201870220,626.5,52921,490.62,LISTA DE ESPERA,564.54
201870220,626.5,89348,490.62,LISTA DE ESPERA,564.54
201870223,731.52,82224,673.22,LISTA DE ESPERA,701.46
201870225,597.7,1205803,573.46,NÃO CONTRATADO,453.74
201870225,597.7,59688,573.46,NÃO CONTRATADO,453.74
201870226,769.94,20249,607.1,LISTA DE ESPERA,754.02
201870228,574.38,350819,534.72,NÃO CONTRATADO,450.2
201870229,621.18,1364552,621.18,CONTRATADA,548.44
201870229,621.18,1364552,621.18,OPÇÃO NÃO CONTRATADA,548.44
201870230,601.44,105172,527.38,PARTICIPACAO CANCELADA PELO CANDIDATO,566.98
201870231,619.24,54042,580.92,LISTA DE ESPERA,605.56
201870231,619.24,1386001,580.92,LISTA DE ESPERA,605.56
201870231,619.24,1107900,580.92,LISTA DE ESPERA,605.56
201870232,577.0,1331891,510.9,NÃO CONTRATADO,454.36
201870232,577.0,1280204,510.9,NÃO CONTRATADO,454.36
201870232,577.0,1280204,510.9,NÃO CONTRATADO,454.36
201870234,584.72,89245,515.36,PARTICIPACAO CANCELADA PELO CANDIDATO,469.46
201870234,584.72,92625,515.36,PARTICIPACAO CANCELADA PELO CANDIDATO,469.46
201870234,584.72,72627,515.36,PARTICIPACAO CANCELADA PELO CANDIDATO,469.46
201870235,731.88,49060,650.36,LISTA DE ESPERA,718.98
201870236,576.86,20012,496.88,LISTA DE ESPERA,547.04
201870236,576.86,20012,496.88,LISTA DE ESPERA,547.04
201870236,576.86,1325091,496.88,LISTA DE ESPERA,547.04
201870237,582.08,50926,572.08,NÃO CONTRATADO,553.4
201870237,582.08,43986,572.08,NÃO CONTRATADO,553.4
201870237,582.08,50926,572.08,NÃO CONTRATADO,553.4
201870239,759.9,1168313,761.68,CONTRATADA,753.04
201870240,650.74,1283818,592.9,LISTA DE ESPERA,471.96
201870241,771.14,86356,660.96,LISTA DE ESPERA,767.36
201870244,731.52,82224,512.86,LISTA DE ESPERA,701.46
201870246,588.52,18741,563.4,NÃO CONTRATADO,530.22
201870246,588.52,18741,563.4,NÃO CONTRATADO,530.22
201870246,588.52,18741,563.4,NÃO CONTRATADO,530.22
201870246,588.52,18741,563.4,NÃO CONTRATADO,530.22
201870247,594.36,111992,507.6,NÃO CONTRATADO,452.46
201870248,543.82,80833,482.4,NÃO CONTRATADO,455.36
201870249,471.44,1180629,471.44,NÃO CONTRATADO,466.02
201870249,471.44,1180629,471.44,NÃO CONTRATADO,466.02
201870250,508.1,18900,560.38,NÃO CONTRATADO,450.4
201870250,508.1,18900,560.38,NÃO CONTRATADO,450.4
201870250,508.1,107656,560.38,NÃO CONTRATADO,450.4
201870251,578.76,84107,561.34,NÃO CONTRATADO,526.64
201870251,578.76,5000192,561.34,NÃO CONTRATADO,526.64
201870251,578.76,84107,561.34,NÃO CONTRATADO,526.64
201870252,572.58,1385071,507.68,NÃO CONTRATADO,451.56
201870252,572.58,106816,507.68,NÃO CONTRATADO,451.56
201870252,572.58,1387949,507.68,NÃO CONTRATADO,451.56
201870253,751.56,5001341,586.82,LISTA DE ESPERA,743.2
201870254,507.02,5000327,555.0,CONTRATADA,454.56
201870254,507.02,1260523,555.0,OPÇÃO NÃO CONTRATADA,454.56
201870255,731.52,100956,707.12,LISTA DE ESPERA,701.46
201870255,731.52,82224,707.12,LISTA DE ESPERA,701.46
201870257,579.7,1419729,474.86,LISTA DE ESPERA,554.08
201870257,579.7,1419729,474.86,LISTA DE ESPERA,554.08
201870258,726.62,1184432,720.2,LISTA DE ESPERA,724.14
201870259,478.1,1193613,583.8,NÃO CONTRATADO,452.58
201870260,490.86,88518,461.42,CONTRATADA,457.04
201870261,631.38,118882,532.6,LISTA DE ESPERA,584.58
201870261,631.38,118882,532.6,LISTA DE ESPERA,584.58
201870261,631.38,107658,532.6,LISTA DE ESPERA,584.58
201870262,604.12,5000552,686.92,CONTRATADA,450.04
201870262,604.12,5000552,686.92,OPÇÃO NÃO CONTRATADA,450.04
201870263,599.26,1383231,519.78,CONTRATADA,451.0
201870264,530.8,1284624,526.08,NÃO CONTRATADO,451.12
201870264,530.8,1300293,526.08,NÃO CONTRATADO,451.12
201870264,530.8,54112,526.08,NÃO CONTRATADO,451.12
201870265,731.44,18472,738.54,NÃO CONTRATADO,720.66
201870267,614.98,81048,570.56,LISTA DE ESPERA,527.9
201870268,507.02,10796,507.02,NÃO CONTRATADO,454.56
201870269,579.98,1365809,654.46,CONTRATADA,547.02
201870270,577.0,57856,512.62,CONTRATADA,451.64
201870270,577.0,95795,512.62,OPÇÃO NÃO CONTRATADA,451.64
201870271,588.48,1420162,560.74,NÃO CONTRATADO,531.96
201870271,588.48,1383454,560.74,NÃO CONTRATADO,531.96
201870275,731.72,1399479,733.06,CONTRATADA,696.82
201870275,731.72,1397772,733.06,OPÇÃO NÃO CONTRATADA,696.82
201870275,731.72,1390317,733.06,OPÇÃO NÃO CONTRATADA,696.82
201870276,608.84,73348,492.46,PARTICIPACAO CANCELADA PELO CANDIDATO,454.58
201870276,608.84,7683,492.46,PARTICIPACAO CANCELADA PELO CANDIDATO,454.58
201870276,608.84,7683,492.46,PARTICIPACAO CANCELADA PELO CANDIDATO,454.58
201870278,584.58,1205913,585.38,NÃO CONTRATADO,538.88
201870278,584.58,5001185,585.38,NÃO CONTRATADO,538.88
201870278,584.58,1111377,585.38,NÃO CONTRATADO,538.88
201870279,573.14,59486,512.58,LISTA DE ESPERA,541.96
201870279,573.14,51670,512.58,LISTA DE ESPERA,541.96
201870279,573.14,83265,512.58,LISTA DE ESPERA,541.96
201870280,571.04,1441883,464.38,NÃO CONTRATADO,456.82
201870280,571.04,50611,464.38,NÃO CONTRATADO,456.82
201870280,571.04,1283945,464.38,NÃO CONTRATADO,456.82
201870281,722.6,57402,662.68,LISTA DE ESPERA,715.08
201870282,555.56,1206477,545.56,NÃO CONTRATADO,493.14
201870283,730.36,1399477,678.06,LISTA DE ESPERA,714.02
201870284,731.52,100956,733.26,REJEITADA PELA CPSA,701.46
201870285,753.94,75821,712.92,LISTA DE ESPERA,729.74
201870285,753.94,18594,712.92,LISTA DE ESPERA,729.74
201870285,753.94,18605,712.92,LISTA DE ESPERA,729.74
201870287,561.98,1453387,457.98,LISTA DE ESPERA,548.9
201870287,561.98,1453386,457.98,LISTA DE ESPERA,548.9
201870287,561.98,1453382,457.98,LISTA DE ESPERA,548.9
201870288,557.16,1163297,485.24,LISTA DE ESPERA,529.62
201870288,557.16,15325,485.24,LISTA DE ESPERA,529.62
201870289,525.42,1404495,459.88,PARTICIPACAO CANCELADA PELO CANDIDATO,459.58
201870289,525.42,1404493,459.88,PARTICIPACAO CANCELADA PELO CANDIDATO,459.58
201870290,538.7,21151,513.54,CONTRATADA,451.14
201870290,538.7,21151,513.54,OPÇÃO NÃO CONTRATADA,451.14
201870290,538.7,21151,513.54,OPÇÃO NÃO CONTRATADA,451.14
201870291,568.48,81256,489.6,NÃO CONTRATADO,450.2
201870291,568.48,1204986,489.6,NÃO CONTRATADO,450.2
201870291,568.48,81256,489.6,NÃO CONTRATADO,450.2
201870293,498.4,1330412,542.7,CONTRATADA,498.4
201870294,627.54,52906,615.98,NÃO CONTRATADO,600.76
201870294,627.54,52906,615.98,NÃO CONTRATADO,600.76
201870294,627.54,52906,615.98,NÃO CONTRATADO,600.76
201870296,607.56,118358,505.88,NÃO CONTRATADO,450.66
201870297,602.6,1214342,478.06,LISTA DE ESPERA,556.2
201870298,591.12,111376,584.14,NÃO CONTRATADO,554.98
201870298,591.12,1106930,584.14,NÃO CONTRATADO,554.98
201870299,731.88,49060,592.9,PARTICIPACAO CANCELADA PELO CANDIDATO,718.98
201870300,743.84,1399617,647.8,LISTA DE ESPERA,732.32
201870301,559.68,1204197,600.0,CONTRATADA,506.4
201870304,555.72,118321,483.32,NÃO CONTRATADO,452.62
201870304,555.72,70492,483.32,NÃO CONTRATADO,452.62
201870305,656.14,10792,537.56,LISTA DE ESPERA,556.76
201870305,656.14,10792,537.56,LISTA DE ESPERA,556.76
201870305,656.14,10792,537.56,LISTA DE ESPERA,556.76
201870306,465.36,1383143,513.12,LISTA DE ESPERA,515.98
201870306,465.36,1395901,513.12,LISTA DE ESPERA,515.98
201870306,465.36,1332401,513.12,LISTA DE ESPERA,515.98
201870307,560.48,48362,540.2,NÃO CONTRATADO,452.46
201870307,560.48,72993,540.2,NÃO CONTRATADO,452.46
201870307,560.48,1300423,540.2,NÃO CONTRATADO,452.46
201870309,465.38,95175,564.16,CONTRATADA,454.56
201870309,465.38,99820,564.16,OPÇÃO NÃO CONTRATADA,454.56
201870309,465.38,120172,564.16,OPÇÃO NÃO CONTRATADA,454.56
201870311,731.72,1397772,537.98,LISTA DE ESPERA,696.82
201870311,731.72,1397771,537.98,LISTA DE ESPERA,696.82
201870311,731.72,1390317,537.98,LISTA DE ESPERA,696.82
201870312,618.82,48942,659.24,LISTA DE ESPERA,572.68
201870313,451.42,107920,594.6,NÃO CONTRATADO,451.42
201870313,451.42,1285574,594.6,NÃO CONTRATADO,451.42
201870313,451.42,107920,594.6,NÃO CONTRATADO,451.42
201870314,501.8,51527,501.8,PARTICIPACAO CANCELADA PELO CANDIDATO,
201870315,559.88,54622,591.0,CONTRATADA,458.94
201870316,548.12,10592,501.96,CONTRATADA,450.16
201870317,468.86,88566,512.02,CONTRATADA,468.86
201870318,579.74,1377613,549.14,NÃO CONTRATADO,545.92
201870318,579.74,1385682,549.14,NÃO CONTRATADO,545.92
201870318,579.74,1486717,549.14,NÃO CONTRATADO,545.92
201870319,614.1,56630,554.3,NÃO CONTRATADO,544.68
201870319,614.1,1101668,554.3,NÃO CONTRATADO,544.68
201870319,614.1,71267,554.3,NÃO CONTRATADO,544.68
201870320,564.4,68996,535.54,LISTA DE ESPERA,541.56
201870321,603.5,1288851,575.5,PARTICIPACAO CANCELADA PELO CANDIDATO,457.44
201870322,583.42,58999,477.3,NÃO CONTRATADO,450.46
201870322,583.42,18759,477.3,NÃO CONTRATADO,450.46
201870322,583.42,59634,477.3,NÃO CONTRATADO,450.46
201870323,552.26,1354311,562.24,NÃO CONTRATADO,475.4
201870323,552.26,1465866,562.24,NÃO CONTRATADO,475.4
201870323,552.26,1403878,562.24,NÃO CONTRATADO,475.4
201870325,555.56,18831,472.72,PARTICIPACAO CANCELADA PELO CANDIDATO,457.34
201870325,555.56,18831,472.72,PARTICIPACAO CANCELADA PELO CANDIDATO,457.34
201870325,555.56,65653,472.72,PARTICIPACAO CANCELADA PELO CANDIDATO,457.34
201870327,728.74,98409,477.56,LISTA DE ESPERA,725.54
201870328,562.44,1115906,469.36,LISTA DE ESPERA,545.78
201870329,735.54,1188900,576.08,LISTA DE ESPERA,730.3
201870330,624.62,15075,563.18,NÃO CONTRATADO,450.14
201870330,624.62,56188,563.18,NÃO CONTRATADO,450.14
201870330,624.62,1389099,563.18,NÃO CONTRATADO,450.14
201870331,602.24,1420139,600.64,PARTICIPACAO CANCELADA PELO CANDIDATO,574.42
201870331,602.24,1188121,600.64,PARTICIPACAO CANCELADA PELO CANDIDATO,574.42
201870331,602.24,1420139,600.64,PARTICIPACAO CANCELADA PELO CANDIDATO,574.42
201870332,728.48,1408259,737.42,PARTICIPACAO CANCELADA PELO CANDIDATO,721.18
201870333,620.18,119783,511.52,LISTA DE ESPERA,544.96
201870335,604.92,1457852,548.74,LISTA DE ESPERA,560.26
201870336,453.0,89999,568.72,PARTICIPACAO CANCELADA PELO CANDIDATO,453.0
201870337,587.68,60094,493.8,NÃO CONTRATADO,450.18
201870338,631.6,5498,591.48,NÃO CONTRATADO,512.22
201870339,775.28,108884,747.2,LISTA DE ESPERA,767.48
201870341,551.44,65639,527.5,NÃO CONTRATADO,509.06
201870341,551.44,1204411,527.5,NÃO CONTRATADO,509.06
201870341,551.44,43657,527.5,NÃO CONTRATADO,509.06
201870342,602.98,94317,613.3,NÃO CONTRATADO,453.16
201870342,602.98,29410,613.3,NÃO CONTRATADO,453.16
201870342,602.98,75444,613.3,NÃO CONTRATADO,453.16
201870343,647.8,8061,506.7,LISTA DE ESPERA,621.46
201870343,647.8,1387005,506.7,LISTA DE ESPERA,621.46
201870345,738.08,1408507,741.6,CONTRATADA,729.58
201870346,586.18,1200663,610.52,NÃO CONTRATADO,500.2
201870346,586.18,1363948,610.52,NÃO CONTRATADO,500.2
201870346,586.18,1200663,610.52,NÃO CONTRATADO,500.2
201870347,723.94,39415,643.26,LISTA DE ESPERA,715.66
201870348,585.14,105866,533.58,NÃO CONTRATADO,450.28
201870348,585.14,1049896,533.58,NÃO CONTRATADO,450.28
201870348,585.14,81384,533.58,NÃO CONTRATADO,450.28
201870349,520.02,10813,484.5,CONTRATADA,473.88
201870350,588.2,1441320,569.72,CONTRATADA,450.96
201870351,742.74,1059179,708.26,LISTA DE ESPERA,731.4
201870351,742.74,5000930,708.26,LISTA DE ESPERA,731.4
201870353,588.82,1280990,546.8,LISTA DE ESPERA,551.32
201870353,588.82,1280990,546.8,LISTA DE ESPERA,551.32
201870353,588.82,19055,546.8,LISTA DE ESPERA,551.32
201870354,573.88,99851,573.88,NÃO CONTRATADO,546.88
201870355,742.06,78256,596.14,PARTICIPACAO CANCELADA PELO CANDIDATO,723.4
201870355,742.06,1178524,596.14,PARTICIPACAO CANCELADA PELO CANDIDATO,723.4
201870356,631.6,21270,491.44,LISTA DE ESPERA,512.22
201870356,631.6,112000,491.44,LISTA DE ESPERA,512.22
201870356,631.6,69800,491.44,LISTA DE ESPERA,512.22
201870357,532.78,1264739,462.84,LISTA DE ESPERA,484.36
201870357,532.78,43974,462.84,LISTA DE ESPERA,484.36
201870358,593.94,17088,555.2,CONTRATADA,452.94
201870359,740.22,5000812,699.4,LISTA DE ESPERA,726.72
201870360,553.38,1047070,526.78,NÃO CONTRATADO,451.92
201870360,553.38,72162,526.78,NÃO CONTRATADO,451.92
201870360,553.38,72162,526.78,NÃO CONTRATADO,451.92
201870361,562.4,1350318,482.16,LISTA DE ESPERA,513.44
201870361,562.4,87826,482.16,LISTA DE ESPERA,513.44
201870361,562.4,117566,482.16,LISTA DE ESPERA,513.44
201870362,771.14,86356,690.7,LISTA DE ESPERA,767.36
201870363,538.7,21151,595.5,CONTRATADA,451.14
201870364,592.4,1322666,552.54,NÃO CONTRATADO,503.34
201870364,592.4,1395929,552.54,NÃO CONTRATADO,503.34
201870366,558.58,90434,582.48,CONTRATADA,503.98
201870368,574.38,1156470,514.66,NÃO CONTRATADO,450.2
201870368,574.38,1156475,514.66,NÃO CONTRATADO,450.2
201870368,574.38,58882,514.66,NÃO CONTRATADO,450.2
201870369,591.66,59290,536.38,NÃO CONTRATADO,520.18
201870369,591.66,59290,536.38,NÃO CONTRATADO,520.18
201870370,739.08,1185025,683.56,LISTA DE ESPERA,724.06
201870371,534.16,1283660,566.52,NÃO CONTRATADO,461.34
201870371,534.16,1283660,566.52,NÃO CONTRATADO,461.34
201870371,534.16,5277,566.52,NÃO CONTRATADO,461.34
201870372,747.74,108882,744.22,CONTRATADA,738.06
201870373,594.08,1383364,537.9,NÃO CONTRATADO,450.66
201870373,594.08,1383364,537.9,NÃO CONTRATADO,450.66
201870374,766.42,90483,727.06,LISTA DE ESPERA,707.0
201870376,731.52,82224,686.46,LISTA DE ESPERA,701.46
201870377,493.34,1261227,571.54,NÃO CONTRATADO,451.84
201870377,493.34,1365177,571.54,NÃO CONTRATADO,451.84
201870377,493.34,1261227,571.54,NÃO CONTRATADO,451.84
201870379,545.82,74920,519.38,CONTRATADA,456.36
201870379,545.82,74924,519.38,OPÇÃO NÃO CONTRATADA,456.36
201870380,633.3,18201,589.04,NÃO CONTRATADO,585.14
201870380,633.3,18201,589.04,NÃO CONTRATADO,585.14
201870381,594.68,75715,544.62,LISTA DE ESPERA,546.66
201870381,594.68,17315,544.62,LISTA DE ESPERA,546.66
201870381,594.68,67776,544.62,LISTA DE ESPERA,546.66
201870382,762.92,1419799,698.66,LISTA DE ESPERA,749.46
201870382,762.92,1135207,698.66,LISTA DE ESPERA,749.46
201870382,762.92,51835,698.66,LISTA DE ESPERA,749.46
201870383,658.26,17531,560.52,LISTA DE ESPERA,582.44
201870383,658.26,52071,560.52,LISTA DE ESPERA,582.44
201870383,658.26,1083087,560.52,LISTA DE ESPERA,582.44
201870385,631.6,19533,547.14,NÃO CONTRATADO,512.22
201870385,631.6,66290,547.14,NÃO CONTRATADO,512.22
201870385,631.6,66290,547.14,NÃO CONTRATADO,512.22
201870386,547.32,91295,522.2,NÃO CONTRATADO,469.24
201870386,547.32,91295,522.2,NÃO CONTRATADO,469.24
201870387,601.44,51409,586.2,NÃO CONTRATADO,566.98
201870387,601.44,97685,586.2,NÃO CONTRATADO,566.98
201870387,601.44,20595,586.2,NÃO CONTRATADO,566.98
201870390,576.22,1365111,467.56,LISTA DE ESPERA,559.82
201870391,621.38,1108311,603.58,LISTA DE ESPERA,620.62
201870392,527.96,98740,593.14,CONTRATADA,488.52
201870392,527.96,1173313,593.14,OPÇÃO NÃO CONTRATADA,488.52
201870394,527.28,121916,475.98,NÃO CONTRATADO,453.28
201870395,580.76,1330937,535.8,LISTA DE ESPERA,561.62
201870396,765.74,1184325,706.4,LISTA DE ESPERA,760.46
201870396,765.74,1200578,706.4,LISTA DE ESPERA,760.46
201870397,546.18,1443881,500.52,NÃO CONTRATADO,470.46
201870397,546.18,1487185,500.52,NÃO CONTRATADO,470.46
201870397,546.18,1183838,500.52,NÃO CONTRATADO,470.46
201870399,527.4,1160248,458.8,LISTA DE ESPERA,507.16
201870400,547.24,117775,510.3,PARTICIPACAO CANCELADA PELO CANDIDATO,452.4
201870400,547.24,117775,510.3,PARTICIPACAO CANCELADA PELO CANDIDATO,452.4
201870400,547.24,1350879,510.3,PARTICIPACAO CANCELADA PELO CANDIDATO,452.4
201870401,735.54,1188900,721.74,LISTA DE ESPERA,730.3
201870403,596.48,17259,493.44,LISTA DE ESPERA,592.22
201870404,731.52,100956,586.96,LISTA DE ESPERA,701.46
201870404,731.52,82224,586.96,LISTA DE ESPERA,701.46
201870405,558.88,1404784,558.88,INSCRIÇÃO POSTERGADA,455.06
201870405,558.88,1404784,558.88,INSCRIÇÃO POSTERGADA,455.06
201870406,584.72,308589,517.12,NÃO CONTRATADO,469.46
201870406,584.72,63586,517.12,NÃO CONTRATADO,469.46
201870406,584.72,47280,517.12,NÃO CONTRATADO,469.46
201870407,570.62,8946,473.04,NÃO CONTRATADO,450.26
201870409,612.22,1442189,516.72,LISTA DE ESPERA,534.76
201870409,612.22,1322812,516.72,LISTA DE ESPERA,534.76
201870409,612.22,1322812,516.72,LISTA DE ESPERA,534.76
201870410,665.92,54836,573.08,LISTA DE ESPERA,606.98
201870410,665.92,55600,573.08,LISTA DE ESPERA,606.98
201870410,665.92,1383363,573.08,LISTA DE ESPERA,606.98
201870411,629.76,48929,496.26,LISTA DE ESPERA,511.98
201870413,534.1,41240,520.18,NÃO CONTRATADO,452.78
201870415,531.22,1441245,523.36,CONTRATADA,451.88
201870416,636.32,21351,645.62,NÃO CONTRATADO,591.78
201870416,636.32,18822,645.62,NÃO CONTRATADO,591.78
201870416,636.32,21351,645.62,NÃO CONTRATADO,591.78
201870417,598.7,1349153,524.22,LISTA DE ESPERA,584.94
201870417,598.7,39387,524.22,LISTA DE ESPERA,584.94
201870417,598.7,75405,524.22,LISTA DE ESPERA,584.94
201870418,610.5,57630,610.5,NÃO CONTRATADO,456.84
201870418,610.5,1306249,610.5,NÃO CONTRATADO,456.84
201870418,610.5,102029,610.5,NÃO CONTRATADO,456.84
201870419,731.52,82224,659.98,LISTA DE ESPERA,701.46
201870419,731.52,100956,659.98,LISTA DE ESPERA,701.46
201870421,739.08,1185025,710.82,LISTA DE ESPERA,724.06
201870423,619.92,74746,650.34,NÃO CONTRATADO,454.48
201870424,630.0,1258347,498.84,NÃO CONTRATADO,458.98
201870424,630.0,117956,498.84,NÃO CONTRATADO,458.98
201870424,630.0,1259236,498.84,NÃO CONTRATADO,458.98
201870426,770.36,868,709.14,LISTA DE ESPERA,755.98
201870430,731.52,82224,749.58,CONTRATADA,701.46
201870430,731.52,100956,749.58,OPÇÃO NÃO CONTRATADA,701.46
201870431,550.12,1116939,498.04,NÃO CONTRATADO,478.92
201870431,550.12,1266093,498.04,NÃO CONTRATADO,478.92
201870432,592.94,88718,563.3,NÃO CONTRATADO,456.14
201870432,592.94,35923,563.3,NÃO CONTRATADO,456.14
201870432,592.94,1188951,563.3,NÃO CONTRATADO,456.14
201870433,619.06,10160,522.42,NÃO CONTRATADO,450.1
201870433,619.06,82801,522.42,NÃO CONTRATADO,450.1
201870433,619.06,10160,522.42,NÃO CONTRATADO,450.1
201870434,763.22,100688,724.54,LISTA DE ESPERA,752.4
201870434,763.22,64918,724.54,LISTA DE ESPERA,752.4
201870435,564.5,37985,552.62,NÃO CONTRATADO,450.06
201870435,564.5,21352,552.62,NÃO CONTRATADO,450.06
201870435,564.5,66514,552.62,NÃO CONTRATADO,450.06
201870436,592.1,15598,592.1,NÃO CONTRATADO,455.56
201870437,765.74,1200578,648.86,LISTA DE ESPERA,760.46
201870437,765.74,1184325,648.86,LISTA DE ESPERA,760.46
201870438,728.1,85652,540.44,LISTA DE ESPERA,720.06
201870438,728.1,1184060,540.44,LISTA DE ESPERA,720.06
201870439,590.7,18570,504.14,NÃO CONTRATADO,450.52
201870440,534.16,1283660,480.3,NÃO CONTRATADO,461.34
201870444,553.74,113885,538.36,NÃO CONTRATADO,450.98
201870444,553.74,1161243,538.36,NÃO CONTRATADO,450.98
201870444,553.74,113885,538.36,NÃO CONTRATADO,450.98
201870445,594.08,1383364,564.18,NÃO CONTRATADO,450.66
201870445,594.08,1383364,564.18,NÃO CONTRATADO,450.66
201870445,594.08,1383364,564.18,NÃO CONTRATADO,450.66
201870446,609.52,1405420,528.12,LISTA DE ESPERA,598.76
201870446,609.52,1484465,528.12,LISTA DE ESPERA,598.76
201870447,573.0,1173317,470.26,NÃO CONTRATADO,455.26
201870449,763.22,64918,662.72,LISTA DE ESPERA,752.4
201870449,763.22,100688,662.72,LISTA DE ESPERA,752.4
201870450,773.76,1438629,716.82,LISTA DE ESPERA,773.76
201870452,491.22,1289129,606.06,NÃO CONTRATADO,491.22
201870453,591.46,1119120,598.8,NÃO CONTRATADO,450.76
201870453,591.46,7632,598.8,NÃO CONTRATADO,450.76
201870454,592.62,1386647,591.32,NÃO CONTRATADO,508.72
201870455,572.16,1349233,634.52,CONTRATADA,498.96
201870456,525.16,1108119,625.36,CONTRATADA,454.94
201870456,525.16,1364514,625.36,OPÇÃO NÃO CONTRATADA,454.94
201870457,545.2,57826,483.88,LISTA DE ESPERA,453.36
201870457,545.2,52910,483.88,LISTA DE ESPERA,453.36
201870457,545.2,57826,483.88,LISTA DE ESPERA,453.36
201870460,596.08,1443325,481.34,LISTA DE ESPERA,472.66
201870463,559.52,1285187,491.74,NÃO CONTRATADO,462.72
201870463,559.52,1204870,491.74,NÃO CONTRATADO,462.72
201870463,559.52,1206001,491.74,NÃO CONTRATADO,462.72
201870464,532.08,45857,558.92,CONTRATADA,450.76
201870465,574.94,59588,502.0,NÃO CONTRATADO,454.8
201870466,762.98,2304,699.66,LISTA DE ESPERA,749.82
201870467,763.86,1109361,765.58,LISTA DE ESPERA,733.1
201870468,546.94,1321586,498.42,LISTA DE ESPERA,528.32
201870468,546.94,1322535,498.42,LISTA DE ESPERA,528.32
201870469,456.8,1288002,634.32,CONTRATADA,460.6
201870470,513.42,104884,516.98,NÃO CONTRATADO,450.28
201870470,513.42,104884,516.98,NÃO CONTRATADO,450.28
201870470,513.42,67911,516.98,NÃO CONTRATADO,450.28
201870471,731.52,100956,719.08,CONTRATADA,701.46
201870471,731.52,82224,719.08,OPÇÃO NÃO CONTRATADA,701.46
201870473,612.22,8253,566.1,NÃO CONTRATADO,462.06
201870473,612.22,8253,566.1,NÃO CONTRATADO,462.06
201870473,612.22,1385230,566.1,NÃO CONTRATADO,462.06
201870474,585.26,1108108,590.5,NÃO CONTRATADO,450.46
201870474,585.26,1108108,590.5,NÃO CONTRATADO,450.46
201870474,585.26,1029207,590.5,NÃO CONTRATADO,450.46
201870475,602.98,95137,498.54,PARTICIPACAO CANCELADA PELO CANDIDATO,460.56
201870475,602.98,6113,498.54,PARTICIPACAO CANCELADA PELO CANDIDATO,460.56
201870476,558.24,1204169,474.62,PARTICIPACAO CANCELADA PELO CANDIDATO,457.98
201870477,454.42,1072989,482.18,PARTICIPACAO CANCELADA PELO CANDIDATO,454.42
201870477,454.42,64664,482.18,PARTICIPACAO CANCELADA PELO CANDIDATO,454.42
201870478,563.26,18059,559.32,CONTRATADA,450.66
201870478,563.26,82778,559.32,OPÇÃO NÃO CONTRATADA,450.66
201870478,563.26,82782,559.32,OPÇÃO NÃO CONTRATADA,450.66
201870479,452.64,1330553,499.32,PARTICIPACAO CANCELADA PELO CANDIDATO,452.64
201870480,561.68,67957,531.52,CONTRATADA,451.78
201870482,592.2,1325015,518.96,LISTA DE ESPERA,569.86
201870482,592.2,1350163,518.96,LISTA DE ESPERA,569.86
201870483,631.6,5498,573.34,CONTRATADA,512.22
201870483,631.6,5498,573.34,OPÇÃO NÃO CONTRATADA,512.22
201870484,571.26,1170426,585.98,NÃO CONTRATADO,450.38
201870486,467.7,1404643,573.04,PARTICIPACAO CANCELADA PELO CANDIDATO,462.74
201870487,567.74,5000970,482.7,PARTICIPACAO CANCELADA PELO CANDIDATO,479.16
201870488,612.66,123302,546.86,NÃO CONTRATADO,450.86
201870488,612.66,27959,546.86,NÃO CONTRATADO,450.86
201870488,612.66,1263627,546.86,NÃO CONTRATADO,450.86
201870489,585.26,1029207,586.16,NÃO CONTRATADO,450.46
201870489,585.26,83208,586.16,NÃO CONTRATADO,450.46
201870489,585.26,83208,586.16,NÃO CONTRATADO,450.46
201870490,567.2,1366926,499.46,LISTA DE ESPERA,520.9
201870491,562.66,1349897,579.84,CONTRATADA,490.66
201870492,577.7,1180792,494.18,LISTA DE ESPERA,526.12
201870493,619.92,49725,486.06,NÃO CONTRATADO,454.48
201870493,619.92,1385079,486.06,NÃO CONTRATADO,454.48
201870493,619.92,1130288,486.06,NÃO CONTRATADO,454.48
201870494,755.44,1171609,687.04,LISTA DE ESPERA,600.36
201870496,763.86,1109361,777.4,CONTRATADA,733.1
201870496,763.86,1185903,777.4,OPÇÃO NÃO CONTRATADA,733.1
201870496,763.86,5000933,777.4,OPÇÃO NÃO CONTRATADA,733.1
201870498,481.54,1395803,481.66,NÃO CONTRATADO,458.26
